Time,BTC average daily transaction fee,Price
2012-12-05,8.753863479367388E-4,13.201336666666664
2012-12-06,8.324399314502809E-4,13.357560006819973
2012-12-07,7.947494329446504E-4,13.455864444444439
2012-12-08,7.904200554568962E-4,13.5414715
2012-12-09,7.279389948817508E-4,13.348245714285715
2012-12-10,8.57362036616295E-4,13.461103846153845
2012-12-11,8.412428038242836E-4,13.605317586206901
2012-12-12,7.797581643390893E-4,13.646908214285714
2012-12-13,0.0010673307308828683,13.728511052631578
2012-12-14,7.890769992896046E-4,13.604542499999999
2012-12-15,8.069661221466364E-4,13.510539047619051
2012-12-16,7.944526312191641E-4,13.395528571428573
2012-12-17,7.915984837865851E-4,13.23335
2012-12-18,7.863189901275195E-4,13.25036589147287
2012-12-19,8.115566748418491E-4,13.530313333333332
2012-12-20,8.443284852125945E-4,13.555235
2012-12-21,8.728354539699544E-4,13.323996
2012-12-22,7.733249370976316E-4,13.402473333333335
2012-12-23,8.23293523333506E-4,13.335932000000001
2012-12-24,8.187714368455664E-4,13.1285
2012-12-25,7.827930190821521E-4,13.37277
2012-12-26,8.245544235214523E-4,13.456875000000002
2012-12-27,8.179243995961061E-4,13.342924545454547
2012-12-28,8.167227334221585E-4,13.420328571428572
2012-12-29,7.749819655359373E-4,13.34399
2012-12-30,8.100854845665002E-4,13.45713
2012-12-31,7.802920598427859E-4,13.512004999999998
2013-01-01,8.233228033856075E-4,13.220000000000002
2013-01-02,7.520557395627306E-4,13.034
2013-01-03,8.49557926150618E-4,13.190000000000001
2013-01-04,8.654681447953835E-4,13.174000000000001
2013-01-05,7.778277590529919E-4,13.15
2013-01-06,0.0010646009603944033,13.15
2013-01-07,8.389024574247144E-4,13.2
2013-01-08,8.437612504416361E-4,13.5
2013-01-09,7.911965033665564E-4,13.580000000000002
2013-01-10,0.002996810315362967,14.000000000000004
2013-01-11,8.28867468097708E-4,14.0
2013-01-12,8.140394757586032E-4,13.89
2013-01-13,7.601900674515062E-4,13.64
2013-01-14,8.117749993402243E-4,14.046000000000001
2013-01-15,7.512194825613328E-4,14.214000000000002
2013-01-16,7.490221207457827E-4,14.530000000000001
2013-01-17,7.791154964630352E-4,15.34
2013-01-18,7.837039909675321E-4,15.566000000000003
2013-01-19,0.0011147868048202842,15.38
2013-01-20,7.893531673545787E-4,15.5
2013-01-21,7.64582841441574E-4,16.588
2013-01-22,7.350263360484752E-4,17.35
2013-01-23,9.497246955494132E-4,17.5
2013-01-24,8.873679275812306E-4,17.29
2013-01-25,8.72587442050664E-4,17.49
2013-01-26,9.187674828316412E-4,17.411405772
2013-01-27,9.044431122478303E-4,17.6
2013-01-28,8.009250172867073E-4,18.67
2013-01-29,9.512714007722598E-4,19.35
2013-01-30,8.323239573993391E-4,19.45
2013-01-31,9.430745940264519E-4,20.46
2013-02-01,8.494521368715084E-4,20.363142521
2013-02-02,9.251089389951164E-4,19.821209783
2013-02-03,0.0013492074878565668,20.296
2013-02-04,7.98344938895198E-4,20.3
2013-02-05,8.083375207376685E-4,20.512
2013-02-06,7.655819465841357E-4,20.91
2013-02-07,7.791011884927639E-4,21.71
2013-02-08,8.140106253414263E-4,22.400970678
2013-02-09,7.974465159911486E-4,23.133565506
2013-02-10,7.872023090339575E-4,23.660000000000004
2013-02-11,8.306247210342304E-4,23.94
2013-02-12,8.33901744859747E-4,25.466
2013-02-13,8.720564083277136E-4,25.089999999999996
2013-02-14,9.430712772494513E-4,27.4
2013-02-15,8.517431423955607E-4,27.0
2013-02-16,0.0011158099017574074,27.5
2013-02-17,9.747345283164944E-4,26.98
2013-02-18,8.515242079452821E-4,26.920000000000005
2013-02-19,8.959913040329768E-4,29.389999999999997
2013-02-20,8.703482930843262E-4,30.031999999999993
2013-02-21,8.049206617758156E-4,30.0
2013-02-22,9.389737709693621E-4,30.4
2013-02-23,8.643476817379017E-4,29.54
2013-02-24,8.032198056188053E-4,29.78
2013-02-25,9.90249608614714E-4,30.43
2013-02-26,8.689646162850125E-4,31.1
2013-02-27,8.257948090299341E-4,31.393769999999996
2013-02-28,0.0010254627317811912,33.49101492460001
2013-03-01,0.001074435030913427,34.552
2013-03-02,9.030478623270582E-4,34.16
2013-03-03,8.189835008331493E-4,34.33
2013-03-04,8.461587962977367E-4,36.548158722
2013-03-05,8.925620867594928E-4,40.949999999999996
2013-03-06,9.197282870019252E-4,42.4250868578
2013-03-07,0.0025631683922430425,41.6804369272
2013-03-08,9.075791894103208E-4,43.76
2013-03-09,8.543024843704484E-4,46.0
2013-03-10,9.033586019493945E-4,45.29
2013-03-11,8.332383235102476E-4,48.25
2013-03-12,0.0011270553737464837,44.84
2013-03-13,0.001125547553748245,46.99
2013-03-14,9.436201676679225E-4,46.95
2013-03-15,0.00104290493891484,47.056
2013-03-16,8.634501595269202E-4,46.735095501
2013-03-17,9.07513959990842E-4,47.08816512040001
2013-03-18,9.405850807829734E-4,50.4324924394
2013-03-19,9.77682329649906E-4,59.40999999999999
2013-03-20,9.439261113911894E-4,64.45797156040001
2013-03-21,8.259937077005804E-4,72.23
2013-03-22,0.0011161185847965332,69.9
2013-03-23,0.0010638460729737286,63.9
2013-03-24,7.79314145879251E-4,70.388
2013-03-25,9.263422045299892E-4,75.11
2013-03-26,9.284498618042226E-4,79.81
2013-03-27,0.0011091839388469125,89.3
2013-03-28,8.038126686908964E-4,88.976531972
2013-03-29,0.0011558109121749534,90.0
2013-03-30,7.697363828493235E-4,92.2521875764
2013-03-31,0.0011934942309721256,96.1491459096
2013-04-01,0.0010044155546964832,104.70599999999999
2013-04-02,9.585707561909624E-4,115.803181554
2013-04-03,0.001101656187232239,132.54567795
2013-04-04,0.0011690991076183485,134.94032495599998
2013-04-05,9.35777954490936E-4,141.78941638999999
2013-04-06,7.30753622302607E-4,141.0
2013-04-07,8.748871780717945E-4,164.96912500000002
2013-04-08,7.664675154311268E-4,185.21723709000003
2013-04-09,6.987167985214344E-4,229.47235258199998
2013-04-10,0.0010310871665098493,160.082621718
2013-04-11,8.819704596658023E-4,81.2033201272
2013-04-12,9.55478595668676E-4,108.311396838
2013-04-13,7.939955837629344E-4,92.8058935256
2013-04-14,9.427718873645675E-4,91.11
2013-04-15,9.93741760344958E-4,74.0
2013-04-16,0.0010707219804004088,67.9798189258
2013-04-17,9.592830463344748E-4,89.88799999999999
2013-04-18,0.001417035894531543,109.05463468
2013-04-19,9.160246242229834E-4,117.86900352799998
2013-04-20,9.922974546099012E-4,126.363163676
2013-04-21,7.427877865345152E-4,117.612451752
2013-04-22,9.848931264859206E-4,123.944
2013-04-23,7.374725297088805E-4,137.034
2013-04-24,0.001142883738113407,149.4
2013-04-25,8.279949133945432E-4,141.892
2013-04-26,9.331673926884196E-4,137.32
2013-04-27,8.772671968996073E-4,128.749986266
2013-04-28,7.987237927714413E-4,135.288855642
2013-04-29,7.163820870609428E-4,143.29557655399998
2013-04-30,0.0011013636770949259,139.584
2013-05-01,7.316788346240564E-4,116.75
2013-05-02,9.004070761746302E-4,106.435208518
2013-05-03,9.215902448298746E-4,97.959073549
2013-05-04,8.672512402218746E-4,112.830658892
2013-05-05,8.16076030970816E-4,116.829559784
2013-05-06,9.958652473515594E-4,112.5799
2013-05-07,7.398094591583098E-4,110.939616114
2013-05-08,0.0010465793375917707,113.50619419
2013-05-09,0.001039220969816093,111.644
2013-05-10,8.879270332362193E-4,117.882657834
2013-05-11,9.025432316805306E-4,115.39099999999999
2013-05-12,8.5117202027527E-4,114.5
2013-05-13,9.738536611578298E-4,115.928315862
2013-05-14,8.609857794890181E-4,107.06204360199999
2013-05-15,7.509119855376295E-4,108.59263393400002
2013-05-16,9.477998599875046E-4,113.320324916
2013-05-17,0.0013862061842883453,117.45716305199998
2013-05-18,8.546643326645116E-4,118.4838
2013-05-19,8.693697308158448E-4,116.38
2013-05-20,0.001000030155927261,117.599041804
2013-05-21,7.916951612325331E-4,117.348
2013-05-22,0.0010152524582120737,119.07552183600001
2013-05-23,9.861572268014323E-4,123.83527744400001
2013-05-24,7.616833895855103E-4,128.66391794400002
2013-05-25,0.0010044205007054738,128.88057261
2013-05-26,7.704108531669619E-4,130.002080756
2013-05-27,9.166733367804205E-4,126.247715494
2013-05-28,9.761075461970581E-4,125.8736908
2013-05-29,9.000209867260579E-4,130.25148722199998
2013-05-30,8.753553589542109E-4,126.96199999999999
2013-05-31,8.488979829947226E-4,127.88138951199998
2013-06-01,7.428273883945693E-4,128.737533108
2013-06-02,7.750965006802722E-4,122.34617757000001
2013-06-03,0.0010693095368103566,123.15253922
2013-06-04,0.001071065367703953,120.321727896
2013-06-05,0.0010979635162463887,121.19039534999999
2013-06-06,7.792411413794325E-4,118.81145690400001
2013-06-07,7.517690197090654E-4,110.31002074400001
2013-06-08,8.516933212412678E-4,109.12055701599999
2013-06-09,8.824457252461532E-4,99.6530898088
2013-06-10,8.14894038223695E-4,104.314550266
2013-06-11,9.280771662009477E-4,107.362
2013-06-12,9.194165399406428E-4,106.01216110199998
2013-06-13,9.089400307121084E-4,102.075927028
2013-06-14,8.019285462602681E-4,99.22391874860003
2013-06-15,6.867801953224205E-4,99.701081323
2013-06-16,9.239127871130765E-4,98.9963649952
2013-06-17,8.281311436690158E-4,100.0
2013-06-18,7.908487642057411E-4,104.21250556
2013-06-19,7.644250831203442E-4,105.2384867
2013-06-20,0.0010885868831878834,102.995886484
2013-06-21,0.001156841521120925,101.578550412
2013-06-22,0.001032483900787026,100.0
2013-06-23,0.0011104540269180941,100.41
2013-06-24,9.155825555766673E-4,99.1983071558
2013-06-25,7.94868807444398E-4,102.08999634
2013-06-26,8.421325582011752E-4,103.32933044
2013-06-27,7.104278786882371E-4,104.0
2013-06-28,9.725528168521528E-4,101.73677826
2013-06-29,6.706892300363546E-4,94.66000366
2013-06-30,5.975120149320061E-4,94.99900055
2013-07-01,9.434025469097377E-4,97.51000214
2013-07-02,8.667084575792795E-4,88.05000305
2013-07-03,8.336929857559259E-4,90.40502167
2013-07-04,5.9994919739056E-4,78.88999939
2013-07-05,9.180722189949032E-4,79.98999786
2013-07-06,8.5622691103505E-4,68.50502014
2013-07-07,6.028323011729609E-4,68.74900055
2013-07-08,5.801006101486188E-4,76.49999237
2013-07-09,8.557371874548693E-4,76.00003052
2013-07-10,8.989463760594601E-4,76.72000122
2013-07-11,8.331464626735086E-4,88.0
2013-07-12,6.19689806604172E-4,88.97901154
2013-07-13,6.175309170061693E-4,93.98993683
2013-07-14,9.421875374738555E-4,98.69999695
2013-07-15,6.561880143864989E-4,93.60500336
2013-07-16,8.692151879413775E-4,98.89028168
2013-07-17,8.472245223216518E-4,96.70999908
2013-07-18,6.529218224153989E-4,98.50000763
2013-07-19,8.795734323896606E-4,90.06889343
2013-07-20,6.312959011743348E-4,92.0
2013-07-21,6.310595326288573E-4,89.82138062
2013-07-22,6.848511458870116E-4,91.9980011
2013-07-23,8.050735939331954E-4,91.60001373
2013-07-24,8.176749385342789E-4,95.55850983
2013-07-25,8.409050229072198E-4,94.50501251
2013-07-26,5.454488903231976E-4,96.94999695
2013-07-27,8.374093430345673E-4,96.02014923
2013-07-28,6.03028643445828E-4,94.40000153
2013-07-29,7.097139544282628E-4,98.60001373
2013-07-30,9.356198179486535E-4,101.48899078
2013-07-31,8.762193130756484E-4,107.94998932
2013-08-01,6.96451353835038E-4,106.21260834
2013-08-02,7.58939872462401E-4,104.85566711
2013-08-03,5.698527217143773E-4,104.50102234
2013-08-04,7.351857811889607E-4,104.94999695
2013-08-05,5.727196965702059E-4,105.12000275
2013-08-06,7.830912247975102E-4,106.72000885
2013-08-07,5.174513769082812E-4,106.75
2013-08-08,8.787072460755122E-4,106.75
2013-08-09,8.56197443852829E-4,103.06999969
2013-08-10,5.512625340954865E-4,102.80000305
2013-08-11,8.263604654137787E-4,102.99999237
2013-08-12,5.294270626957098E-4,105.0
2013-08-13,5.428781635799532E-4,106.9899826
2013-08-14,8.445543375847185E-4,109.55500031
2013-08-15,0.001081432088175212,112.5620575
2013-08-16,6.857813094496208E-4,109.99497223
2013-08-17,4.907395250820673E-4,108.99437714
2013-08-18,6.327411886212967E-4,112.75
2013-08-19,6.970897708483768E-4,113.37999725
2013-08-20,6.92315630250831E-4,119.0
2013-08-21,5.568314083657015E-4,121.21005249
2013-08-22,5.89065591593026E-4,123.30001831
2013-08-23,5.738595205744092E-4,121.99992371
2013-08-24,5.357996804420447E-4,118.51003265
2013-08-25,6.633682048471814E-4,119.60254669
2013-08-26,5.305011372939277E-4,122.11102295
2013-08-27,8.810132427245447E-4,120.06999969
2013-08-28,0.0036880571429647483,126.48000336
2013-08-29,7.23014481393122E-4,122.62000275
2013-08-30,7.124404189278623E-4,122.34999847
2013-08-31,6.156453328508063E-4,133.08999634
2013-09-01,5.431697349319507E-4,135.13999939
2013-09-02,9.465349634188591E-4,138.63000488
2013-09-03,5.32450466572171E-4,135.61000061
2013-09-04,5.578994596507335E-4,136.52999878
2013-09-05,5.676387276246596E-4,126.76000214
2013-09-06,5.198975648824006E-4,126.48999786
2013-09-07,5.086938857784851E-4,118.88999939
2013-09-08,4.7868161896149236E-4,124.12999725
2013-09-09,5.923843235259365E-4,121.86000061
2013-09-10,4.960722645051494E-4,127.26999664
2013-09-11,4.807068323354492E-4,125.88999939
2013-09-12,4.349285216670522E-4,135.55000305
2013-09-13,6.030911781801455E-4,132.83000183
2013-09-14,4.63875439080165E-4,135.00999451
2013-09-15,5.223316830664351E-4,129.3999939
2013-09-16,5.789857196326594E-4,130.86000061
2013-09-17,0.0012834300746187785,131.58999634
2013-09-18,0.004736409754366727,131.71000671
2013-09-19,0.001996653279542262,131.36999512
2013-09-20,6.491324959636731E-4,129.69999695
2013-09-21,4.4237877393379606E-4,126.94999695
2013-09-22,5.746974691381912E-4,127.87000275
2013-09-23,6.071058377699649E-4,128.97999573
2013-09-24,4.987140682161371E-4,126.05000305
2013-09-25,5.259143557878703E-4,127.37999725
2013-09-26,5.142593482008583E-4,128.21000671
2013-09-27,0.0016326833350999099,128.94000244
2013-09-28,6.229545627666741E-4,133.77000427
2013-09-29,4.7194598964260006E-4,134.8999939
2013-09-30,6.301484602444213E-4,137.1499939
2013-10-01,6.545139109294242E-4,132.67999268
2013-10-02,5.661994712375543E-4,132.05000305
2013-10-03,6.66588862745098E-4,114.44999695
2013-10-04,6.074857857746777E-4,123.41000366
2013-10-05,4.848153986016922E-4,128.63000488
2013-10-06,5.688665912184413E-4,128.36000061
2013-10-07,4.7343974781719123E-4,129.42999268
2013-10-08,6.776206261376047E-4,126.73999786
2013-10-09,5.382323121726468E-4,125.84999847
2013-10-10,5.077002807393426E-4,130.66999817
2013-10-11,5.208153043543207E-4,130.75
2013-10-12,6.572092536103896E-4,130.8999939
2013-10-13,4.5342354187995296E-4,135.19000244
2013-10-14,5.898724650775948E-4,139.27000427
2013-10-15,5.948138109690006E-4,140.77000427
2013-10-16,9.319242169665042E-4,145.6499939
2013-10-17,8.8067329557274E-4,142.41000366
2013-10-18,7.410160873876146E-4,146.36999512
2013-10-19,6.820607664741816E-4,155.91000366
2013-10-20,4.90999845194085E-4,171.66000366
2013-10-21,7.020998566282422E-4,174.80000305
2013-10-22,5.217461135816759E-4,182.6499939
2013-10-23,7.444027037392137E-4,193.36000061
2013-10-24,6.67963308950637E-4,214.30000305
2013-10-25,9.681374070532372E-4,197.69000244
2013-10-26,0.0010568029092855754,187.44999695
2013-10-27,9.831583227119843E-4,176.6000061
2013-10-28,9.157537490232519E-4,196.21000671
2013-10-29,5.117393364140119E-4,198.55000305
2013-10-30,7.951749293622721E-4,204.38999939
2013-10-31,5.279370532864776E-4,199.83000183
2013-11-01,7.402946548612225E-4,203.8999939
2013-11-02,5.713975703913158E-4,205.80999756
2013-11-03,6.82946977227371E-4,205.99000549
2013-11-04,0.0012338322709847655,214.66000366
2013-11-05,0.001287435087994845,229.21000671
2013-11-06,0.0021146476474614125,244.77999878
2013-11-07,0.0020375826151726516,261.67999268
2013-11-08,0.0017617874829621418,297.8500061
2013-11-09,0.001500439737187457,338.57998657
2013-11-10,6.652713855600848E-4,348.82000732
2013-11-11,0.0013908808040477682,325.41000366
2013-11-12,3.9083274326562345E-4,343.05999756
2013-11-13,3.861177703496681E-4,360.97000122
2013-11-14,3.430338466008979E-4,406.41000366
2013-11-15,3.0427964008071203E-4,419.41000366
2013-11-16,2.9900889166823395E-4,417.27999878
2013-11-17,3.1866775815714196E-4,440.95999146
2013-11-18,3.4135933502906976E-4,496.57998657
2013-11-19,3.48103043626849E-4,712.76000977
2013-11-20,3.2330891799699826E-4,577.97998047
2013-11-21,3.79082444243604E-4,594.32000732
2013-11-22,3.0052091078785613E-4,724.07000732
2013-11-23,2.984603857397134E-4,771.70001221
2013-11-24,2.9332150454783405E-4,795.63000488
2013-11-25,2.717538687862287E-4,773.02001953
2013-11-26,2.9404609749428257E-4,805.72998047
2013-11-27,3.107160804083217E-4,923.84997559
2013-11-28,3.1393257826394595E-4,1003.38000488
2013-11-29,3.007221233014258E-4,1042.01000977
2013-11-30,2.687428909896322E-4,1129.36999512
2013-12-01,2.641039517530716E-4,1128.92004395
2013-12-02,2.6620427621596273E-4,951.41998291
2013-12-03,2.78686693009982E-4,1046.40002441
2013-12-04,2.6554703213074315E-4,1077.57995605
2013-12-05,2.5560562015278536E-4,1152.72998047
2013-12-06,2.6322277684147913E-4,1042.38000488
2013-12-07,2.727475505468159E-4,835.32000732
2013-12-08,6.653262022197332E-4,697.30999756
2013-12-09,2.20637527785745E-4,793.79998779
2013-12-10,2.901887862377971E-4,892.32000732
2013-12-11,2.5883825130784417E-4,989.07000732
2013-12-12,2.5127400407572967E-4,882.7800293
2013-12-13,2.514234598768582E-4,874.97998047
2013-12-14,2.403766509988249E-4,899.84997559
2013-12-15,2.1820378487002315E-4,875.28997803
2013-12-16,2.1851625257445487E-4,880.33001709
2013-12-17,2.2843218232270764E-4,706.36999512
2013-12-18,2.2739193794613587E-4,678.20001221
2013-12-19,2.2938812242341255E-4,519.05999756
2013-12-20,2.3086573879522155E-4,694.2199707
2013-12-21,2.50813955062942E-4,619.90002441
2013-12-22,2.192728395322897E-4,601.7800293
2013-12-23,2.1634330483929364E-4,613.05999756
2013-12-24,2.2217466404440812E-4,672.35998535
2013-12-25,2.1783775277038053E-4,666.30999756
2013-12-26,2.4517625414948726E-4,683.94000244
2013-12-27,2.4506933483854783E-4,763.2800293
2013-12-28,2.4530872622070517E-4,737.97998047
2013-12-29,2.3185880888290715E-4,728.04998779
2013-12-30,2.66932948646461E-4,741.34997559
2013-12-31,2.1754700051002096E-4,760.32000732
2014-01-01,2.2228037960313145E-4,754.9699707
2014-01-02,2.3568620156187172E-4,773.44000244
2014-01-03,2.3956996082548536E-4,802.84997559
2014-01-04,2.3549619774889852E-4,823.27001953
2014-01-05,2.3335543313387775E-4,858.54998779
2014-01-06,4.4219689129854333E-4,936.04998779
2014-01-07,2.517692118000295E-4,946.48999023
2014-01-08,2.2056792994021155E-4,795.98999023
2014-01-09,2.263453241626588E-4,841.4699707
2014-01-10,2.270237585136041E-4,846.69000244
2014-01-11,2.1935901072976373E-4,867.32000732
2014-01-12,2.3456240617122112E-4,919.59997559
2014-01-13,2.2693684625293625E-4,860.19000244
2014-01-14,2.2672736098630533E-4,843.16998291
2014-01-15,3.1525067115862997E-4,833.11999512
2014-01-16,2.349636058807477E-4,860.28997803
2014-01-17,2.5355055934850904E-4,834.48999023
2014-01-18,2.4882512389664884E-4,816.07000732
2014-01-19,2.4474174673003656E-4,839.65997314
2014-01-20,2.2535481450791515E-4,871.39001465
2014-01-21,2.3742153198364358E-4,869.65002441
2014-01-22,2.0619834035651488E-4,867.21002197
2014-01-23,2.47219909919571E-4,845.46002197
2014-01-24,2.498516847275975E-4,822.42999268
2014-01-25,2.2942220672439074E-4,796.23999023
2014-01-26,2.2009948996999824E-4,853.67999268
2014-01-27,2.0981150390327334E-4,884.59997559
2014-01-28,2.0989356851862788E-4,774.02001953
2014-01-29,2.171591229561805E-4,809.96002197
2014-01-30,2.2713157660521298E-4,826.02001953
2014-01-31,2.2659833604027934E-4,818.42999268
2014-02-01,2.2870532054438037E-4,828.60998535
2014-02-02,1.9978245026723522E-4,832.90002441
2014-02-03,2.0861640309508838E-4,824.08001709
2014-02-04,2.0343549217019562E-4,823.77001953
2014-02-05,2.1051228422856808E-4,829.96002197
2014-02-06,2.130588423246122E-4,815.59002686
2014-02-07,2.161734404858074E-4,783.20001221
2014-02-08,1.9643218964655927E-4,699.57000732
2014-02-09,1.8509525470599653E-4,671.46002197
2014-02-10,1.9440705681663105E-4,681.32000732
2014-02-11,1.951928563129357E-4,683.5
2014-02-12,2.485970580524344E-4,672.38000488
2014-02-13,2.1201567314561257E-4,651.08001709
2014-02-14,2.0760892392594993E-4,601.16998291
2014-02-15,2.328826575276212E-4,660.90002441
2014-02-16,1.9527103314656753E-4,651.29998779
2014-02-17,2.189301998167149E-4,614.22998047
2014-02-18,3.501363631565433E-4,627.15997314
2014-02-19,2.053108577939836E-4,625.9699707
2014-02-20,2.05135813115811E-4,623.09002686
2014-02-21,2.0194464979399646E-4,556.88000488
2014-02-22,2.126316372372776E-4,574.23999023
2014-02-23,2.0093125878347783E-4,606.4699707
2014-02-24,2.0298548708168194E-4,606.03997803
2014-02-25,2.2108654628501826E-4,540.23999023
2014-02-26,2.0882286690458403E-4,537.03997803
2014-02-27,1.9388159753502636E-4,581.65002441
2014-02-28,2.133831596565682E-4,579.70001221
2014-03-01,2.291169009658133E-4,549.91998291
2014-03-02,1.9333443675639188E-4,567.22998047
2014-03-03,1.975843622980146E-4,562.55999756
2014-03-04,2.1347496288294914E-4,668.23999023
2014-03-05,1.9935732559985187E-4,666.23999023
2014-03-06,2.079548135725865E-4,664.52001953
2014-03-07,1.9172606797657175E-4,664.30999756
2014-03-08,1.8426750154709352E-4,629.65997314
2014-03-09,1.890593971446266E-4,616.30999756
2014-03-10,2.2269965189678534E-4,636.33001709
2014-03-11,2.039466521174794E-4,627.95001221
2014-03-12,2.293994096456504E-4,631.90997314
2014-03-13,1.9585068618205632E-4,633.61999512
2014-03-14,2.083171687424193E-4,638.14001465
2014-03-15,1.758212572579341E-4,629.36999512
2014-03-16,1.7702131099223115E-4,636.5
2014-03-17,2.2538750369546334E-4,630.91998291
2014-03-18,1.7942786780747203E-4,621.83776855
2014-03-19,1.8400207170769537E-4,613.89556885
2014-03-20,1.8968736296586018E-4,609.74468994
2014-03-21,2.0460524735322426E-4,588.29351807
2014-03-22,2.1006361755176786E-4,571.17962646
2014-03-23,2.51527906755471E-4,565.76409912
2014-03-24,1.863981217844146E-4,562.50714111
2014-03-25,1.9758513120036067E-4,585.0255127
2014-03-26,2.2376422248683703E-4,583.48187256
2014-03-27,1.8960027592796342E-4,580.25689697
2014-03-28,1.853157847988834E-4,477.14260864
2014-03-29,1.856331907150229E-4,501.71340942
2014-03-30,1.8763509713312312E-4,492.37179565
2014-03-31,1.9461114858516855E-4,462.29919434
2014-04-01,1.9302045085358753E-4,457.00015259
2014-04-02,1.9599940199078797E-4,479.13693237
2014-04-03,2.0114039474450853E-4,436.44403076
2014-04-04,1.9671894754186764E-4,445.66403198
2014-04-05,2.1368611267700722E-4,446.67510986
2014-04-06,1.904231023197415E-4,463.39666748
2014-04-07,2.235198887746358E-4,461.47418213
2014-04-08,2.092812780231686E-4,447.6126709
2014-04-09,2.093563830540295E-4,453.17669678
2014-04-10,3.127978953612702E-4,442.25579834
2014-04-11,2.2037466527413595E-4,363.71020508
2014-04-12,1.92354001306092E-4,420.88897705
2014-04-13,1.8680887760961403E-4,421.46069336
2014-04-14,2.2183151516129033E-4,414.82769775
2014-04-15,2.227702873792608E-4,458.37329102
2014-04-16,2.1741396936095708E-4,522.18511963
2014-04-17,2.2829772143379665E-4,529.0670166
2014-04-18,2.1015408207419395E-4,495.79812622
2014-04-19,2.3795776901457932E-4,479.581604
2014-04-20,2.143895859999205E-4,501.75119019
2014-04-21,2.046765257372946E-4,497.73852539
2014-04-22,2.1116572241818406E-4,495.4548645
2014-04-23,1.9740559212083248E-4,488.35913086
2014-04-24,2.047467157463087E-4,490.82461548
2014-04-25,1.884031848774632E-4,500.08691406
2014-04-26,1.8036773816646723E-4,461.70489502
2014-04-27,2.000375486914795E-4,457.24227905
2014-04-28,2.1380720607235142E-4,430.71578979
2014-04-29,1.8571065488115656E-4,439.98284912
2014-04-30,1.986037280594459E-4,446.89031982
2014-05-01,2.0013143143207804E-4,447.63256836
2014-05-02,1.8927770241234496E-4,457.36355591
2014-05-03,1.979885267310325E-4,449.40283203
2014-05-04,1.929937739239122E-4,438.5166626
2014-05-05,1.935822895918922E-4,434.78164673
2014-05-06,2.001018040282212E-4,433.36395264
2014-05-07,1.8979969471278997E-4,429.34109497
2014-05-08,1.9789006602735418E-4,438.67941284
2014-05-09,2.3518309957779837E-4,440.17807007
2014-05-10,1.8255973128693368E-4,450.45626831
2014-05-11,1.7197411666472487E-4,453.9197998
2014-05-12,1.8862760261482352E-4,438.30310059
2014-05-13,1.8263486591219932E-4,441.53051758
2014-05-14,1.7599270995454478E-4,440.59158325
2014-05-15,1.7418632862557836E-4,444.13607788
2014-05-16,1.7395271842723839E-4,447.38644409
2014-05-17,1.7578772697022767E-4,448.11712646
2014-05-18,1.7535599155700017E-4,448.70065308
2014-05-19,1.781826649085554E-4,446.07601929
2014-05-20,1.7891471022908744E-4,446.3046875
2014-05-21,1.891071084187893E-4,485.80026245
2014-05-22,1.8127560481290267E-4,492.04882813
2014-05-23,1.706056462566628E-4,525.71508789
2014-05-24,1.7675154267176845E-4,521.05072021
2014-05-25,2.1349013856942497E-4,525.22790527
2014-05-26,1.8294841907363639E-4,571.39306641
2014-05-27,1.8414021114113036E-4,582.58843994
2014-05-28,1.7951875346999786E-4,571.91455078
2014-05-29,1.9088671480090827E-4,576.32983398
2014-05-30,1.8135771986671964E-4,568.17687988
2014-05-31,1.797316876839008E-4,615.68731689
2014-06-01,1.903448401852924E-4,623.69335938
2014-06-02,1.85674958088575E-4,629.64453125
2014-06-03,1.9745130366051748E-4,660.55047607
2014-06-04,1.851624578434865E-4,666.77429199
2014-06-05,1.8502480375923023E-4,641.07183838
2014-06-06,1.713490848474746E-4,659.28271484
2014-06-07,1.7450550430109498E-4,653.52154541
2014-06-08,1.7872736038226887E-4,654.99389648
2014-06-09,1.8401153506648294E-4,655.64019775
2014-06-10,1.8208804031424118E-4,650.04150391
2014-06-11,1.860010130343109E-4,653.18804932
2014-06-12,1.8818143413357714E-4,633.42767334
2014-06-13,1.9281543585682612E-4,585.69586182
2014-06-14,1.7160467883727427E-4,600.74560547
2014-06-15,1.7352385463996562E-4,575.92779541
2014-06-16,1.7083469475534903E-4,592.64886475
2014-06-17,1.7945985472774624E-4,591.58551025
2014-06-18,1.8103425305850295E-4,609.76702881
2014-06-19,2.0144538808809778E-4,608.07019043
2014-06-20,1.8920473673749938E-4,597.40228271
2014-06-21,1.7601580019599715E-4,593.67834473
2014-06-22,1.8481519743605246E-4,595.90368652
2014-06-23,1.7600084769653498E-4,602.16052246
2014-06-24,1.8169705732888676E-4,593.96990967
2014-06-25,1.8049170181818182E-4,581.80926514
2014-06-26,1.842418583187419E-4,566.13684082
2014-06-27,1.633267349832431E-4,581.29675293
2014-06-28,1.7373300184602762E-4,597.26104736
2014-06-29,1.6775969077617635E-4,596.33184814
2014-06-30,1.7652817022474702E-4,602.61950684
2014-07-01,1.740332386299355E-4,641.39080811
2014-07-02,1.8998371617180997E-4,641.03741455
2014-07-03,1.8712717174980615E-4,650.769104
2014-07-04,1.7319681415651299E-4,645.15582275
2014-07-05,1.7044134886197782E-4,629.95092773
2014-07-06,1.713341752837817E-4,631.7722168
2014-07-07,1.7515864030642918E-4,635.4631958
