Time,LTC average computing power of the entire network,Price
2014-03-10,0.13259580,15.98194408
2014-03-11,0.12971546,16.00627327
2014-03-12,0.14209430,16.10233498
2014-03-13,0.14627069,17.16038132
2014-03-14,0.14572782,16.9979496
2014-03-15,0.14894050,16.6016674
2014-03-16,0.15316121,16.89461327
2014-03-17,0.14945584,17.34573174
2014-03-18,0.16038666,17.29459
2014-03-19,0.18260808,19.45343399
2014-03-20,0.17121624,17.16661072
2014-03-21,0.15755149,16.40228844
2014-03-22,0.17027531,15.63930225
2014-03-23,0.16830157,15.71037388
2014-03-24,0.15442453,15.29675198
2014-03-25,0.15211376,16.22605133
2014-03-26,0.15759644,16.29013062
2014-03-27,0.16456401,16.28004646
2014-03-28,0.16557439,12.66046524
2014-03-29,0.16296234,13.9084549
2014-03-30,0.15119432,13.44649887
2014-03-31,0.15893022,13.14605522
2014-04-01,0.16461432,12.77492714
2014-04-02,0.17227342,13.09333038
2014-04-03,0.17723701,11.26337433
2014-04-04,0.17923133,11.06604385
2014-04-05,0.17860725,11.00299263
2014-04-06,0.16502411,11.17957497
2014-04-07,0.16106323,11.6559267
2014-04-08,0.16892153,11.21057606
2014-04-09,0.17612534,11.37990284
2014-04-10,0.17436336,11.18763638
2014-04-11,0.16714403,8.42459393
2014-04-12,0.16475255,10.90500164
2014-04-13,0.16163936,10.6648283
2014-04-14,0.16041680,10.38670635
2014-04-15,0.17183215,11.46351147
2014-04-16,0.16873189,13.30229473
2014-04-17,0.15898438,13.422472
2014-04-18,0.15515452,12.46046829
2014-04-19,0.14536618,12.04557514
2014-04-20,0.14324666,12.8550024
2014-04-21,0.14523883,12.56046772
2014-04-22,0.14360486,12.49682999
2014-04-23,0.15350538,12.03858757
2014-04-24,0.16109801,12.13743019
2014-04-25,0.16785280,12.53533649
2014-04-26,0.17528305,10.80757427
2014-04-27,0.19585831,10.56065464
2014-04-28,0.19023558,9.7909956
2014-04-29,0.21156699,10.1224966
2014-04-30,0.21872470,10.40315914
2014-05-01,0.19870581,10.92730045
2014-05-02,0.20894376,11.13124943
2014-05-03,0.22178181,10.51679802
2014-05-04,0.21384160,10.30080795
2014-05-05,0.20432335,10.31131363
2014-05-06,0.20526458,10.20509052
2014-05-07,0.19252538,10.34142017
2014-05-08,0.18978735,10.50908184
2014-05-09,0.19302561,10.42281914
2014-05-10,0.20797182,10.7617569
2014-05-11,0.20423998,10.71716881
2014-05-12,0.20676399,10.33806038
2014-05-13,0.21971474,10.41868496
2014-05-14,0.21707453,10.40582371
2014-05-15,0.22334098,10.43307686
2014-05-16,0.22559917,10.48279476
2014-05-17,0.22199540,10.44066143
2014-05-18,0.22277124,10.34725761
2014-05-19,0.21895585,10.34333801
2014-05-20,0.22895187,10.30385303
2014-05-21,0.21847917,10.60335159
2014-05-22,0.21471122,10.57919121
2014-05-23,0.21251175,10.64639473
2014-05-24,0.21981260,11.20851517
2014-05-25,0.22741391,11.12306404
2014-05-26,0.23430413,11.57830811
2014-05-27,0.26510371,11.54675961
2014-05-28,0.24322559,11.16233635
2014-05-29,0.24702184,11.01273251
2014-05-30,0.27348388,10.7815752
2014-05-31,0.26435668,11.25792408
2014-06-01,0.25348384,10.92648506
2014-06-02,0.26337669,11.14717388
2014-06-03,0.27372822,11.35939598
2014-06-04,0.29533602,11.47022247
2014-06-05,0.27723394,11.0392952
2014-06-06,0.27370354,11.29538441
2014-06-07,0.29468404,11.19596767
2014-06-08,0.29919416,11.10968208
2014-06-09,0.32188969,11.26592731
2014-06-10,0.34272319,11.21110153
2014-06-11,0.29281786,11.10305595
2014-06-12,0.28193627,10.93151665
2014-06-13,0.28123327,10.16253757
2014-06-14,0.28853111,10.25964069
2014-06-15,0.33067382,9.87468529
2014-06-16,0.33385299,9.96162224
2014-06-17,0.32730521,9.68344879
2014-06-18,0.34679385,9.67410469
2014-06-19,0.36102015,9.67678356
2014-06-20,0.38015517,9.99636745
2014-06-21,0.35868768,9.84114361
2014-06-22,0.33617974,9.84951878
2014-06-23,0.35692093,9.76990128
2014-06-24,0.36958596,9.72811222
2014-06-25,0.38114317,9.61211014
2014-06-26,0.37837117,9.20060062
2014-06-27,0.39615824,9.09437656
2014-06-28,0.42087409,9.24751759
2014-06-29,0.42101901,9.19578648
2014-06-30,0.40461997,8.97191238
2014-07-01,0.43315503,8.96225739
2014-07-02,0.43360104,7.98479033
2014-07-03,0.45665508,8.06755924
2014-07-04,0.47663873,8.03005886
2014-07-05,0.48013208,7.32218647
2014-07-06,0.49239918,7.30489874
2014-07-07,0.52121019,7.09888697
2014-07-08,0.56106612,7.73099422
2014-07-09,0.57086613,7.79258966
2014-07-10,0.58243365,7.79260349
2014-07-11,0.60147192,7.85397196
2014-07-12,0.55842967,8.61945248
2014-07-13,0.57916427,8.89791203
2014-07-14,0.58435804,8.619771
2014-07-15,0.56687349,8.55823517
2014-07-16,0.59337765,8.3152914
2014-07-17,0.59795896,8.65816498
2014-07-18,0.65717615,8.72484589
2014-07-19,0.66263728,8.60983753
2014-07-20,0.62145098,8.46209431
2014-07-21,0.60410036,8.58654976
2014-07-22,0.60517930,8.56691742
2014-07-23,0.63843226,8.4591856
2014-07-24,0.66925239,7.79307318
2014-07-25,0.65373202,7.55479765
2014-07-26,0.64033464,7.60348272
2014-07-27,0.68637539,7.75354004
2014-07-28,0.69524678,7.58822632
2014-07-29,0.71813385,7.65241003
2014-07-30,0.70699040,7.26385307
2014-07-31,0.70232278,7.53752708
2014-08-01,0.72652695,7.70185423
2014-08-02,0.69107386,7.62533188
2014-08-03,0.67804209,7.53763628
2014-08-04,0.70534615,7.41390467
2014-08-05,0.71742200,7.26678991
2014-08-06,0.72489265,7.18435431
2014-08-07,0.76724034,7.17608356
2014-08-08,0.81383615,7.06227779
2014-08-09,0.81748228,6.94440746
2014-08-10,0.79376067,6.94621944
2014-08-11,0.77610634,6.05787086
2014-08-12,0.81521717,5.65151834
2014-08-13,0.81089408,5.042449
2014-08-14,0.84583240,5.04379559
2014-08-15,0.86144425,5.04859066
2014-08-16,0.83237153,4.97831726
2014-08-17,0.83509107,4.3320322
2014-08-18,0.80131319,3.71356797
2014-08-19,0.77161524,4.67193604
2014-08-20,0.78264485,5.44995928
2014-08-21,0.81115923,5.79547691
2014-08-22,0.83642026,5.24732828
2014-08-23,0.83421264,4.90175629
2014-08-24,0.79865566,5.45123816
2014-08-25,0.79121530,5.20786619
2014-08-26,0.80139196,5.5387392
2014-08-27,0.80986341,5.3852272
2014-08-28,0.79595299,5.27704
2014-08-29,0.80102921,5.36002588
2014-08-30,0.78150324,5.22624493
2014-08-31,0.78440378,4.85829449
2014-09-01,0.80682573,4.71304131
2014-09-02,0.80731142,4.81860495
2014-09-03,0.81131683,4.87154579
2014-09-04,0.75838039,5.17592573
2014-09-05,0.74827624,4.96420145
2014-09-06,0.76540531,4.9840517
2014-09-07,0.82845576,5.15604305
2014-09-08,0.82573315,5.09617281
2014-09-09,0.83124908,5.06523418
2014-09-10,0.80191719,5.34294748
2014-09-11,0.78249324,5.45186424
2014-09-12,0.84467484,5.38247919
2014-09-13,0.91808479,5.44849968
2014-09-14,0.92940994,5.40482712
2014-09-15,0.96480465,5.176651
2014-09-16,0.96282205,5.07491302
2014-09-17,0.97078385,5.05855274
2014-09-18,0.93960508,4.68522978
2014-09-19,0.90535078,4.32777214
2014-09-20,0.89172436,4.28644371
2014-09-21,0.88650004,4.24592066
2014-09-22,0.94835481,4.24235392
2014-09-23,0.93658393,4.74656773
2014-09-24,0.98639499,4.6667881
2014-09-25,1.03293952,4.51464796
2014-09-26,1.01871510,4.43359137
2014-09-27,0.99786772,4.42179632
2014-09-28,0.99995472,4.23323011
2014-09-29,1.02766972,4.24678946
2014-09-30,1.01156292,4.47472668
2014-10-01,1.03300170,4.4301486
2014-10-02,1.06034893,4.32265759
2014-10-03,1.06597860,4.17511797
2014-10-04,1.07435774,3.93820024
2014-10-05,1.05214829,3.69914269
2014-10-06,1.05410585,3.82236695
2014-10-07,1.00286271,3.85862851
2014-10-08,0.96977817,3.90788698
2014-10-09,1.00070382,3.90065908
2014-10-10,1.07994890,3.80738854
2014-10-11,1.07935640,3.77266335
2014-10-12,1.06924778,3.85033369
2014-10-13,1.04370244,3.86178279
2014-10-14,0.99286727,4.07591057
2014-10-15,0.99059814,4.0564208
2014-10-16,1.10561105,3.99088931
2014-10-17,1.06942848,3.99327445
2014-10-18,1.03938414,4.05575752
2014-10-19,1.04057231,3.98894095
2014-10-20,1.03540706,3.90982604
2014-10-21,1.02553897,3.94000578
2014-10-22,1.04426236,3.84331608
2014-10-23,1.07562669,3.73965454
2014-10-24,1.12090483,3.74752617
2014-10-25,1.05337946,3.66755009
2014-10-26,1.05794647,3.7271843
2014-10-27,1.08381088,3.80730581
2014-10-28,1.11452455,3.84606838
2014-10-29,1.20414489,3.72694516
2014-10-30,1.14224831,3.78586245
2014-10-31,1.07084179,3.75400352
2014-11-01,1.06488961,3.57058525
2014-11-02,1.08765252,3.58510423
2014-11-03,1.11405652,3.57805562
2014-11-04,1.09879774,3.59175682
2014-11-05,1.15157000,3.64484549
2014-11-06,1.22610867,3.64956498
2014-11-07,1.14714115,3.55736971
2014-11-08,1.17380379,3.5562613
2014-11-09,1.19661636,3.63146162
2014-11-10,1.17612927,3.69563007
2014-11-11,1.20990273,3.67588592
2014-11-12,1.21710673,4.06861258
2014-11-13,1.20461477,4.09765577
2014-11-14,1.26173465,3.9893713
2014-11-15,1.29391887,3.85432935
2014-11-16,1.25888066,3.8836267
2014-11-17,1.32182332,3.87744117
2014-11-18,1.44061978,3.77016497
2014-11-19,1.32580881,3.80746245
2014-11-20,1.36442360,3.61154532
2014-11-21,1.38712254,3.49692822
2014-11-22,1.41903452,3.52329326
2014-11-23,1.45639718,3.59435749
2014-11-24,1.46310635,3.62854648
2014-11-25,1.55716024,3.56749678
2014-11-26,1.49920294,3.560462
2014-11-27,1.43920484,3.55987716
2014-11-28,1.48586614,3.60385752
2014-11-29,1.47487647,3.58628273
2014-11-30,1.49778556,3.57609034
2014-12-01,1.47778359,3.57714009
2014-12-02,1.48561710,3.63109589
2014-12-03,1.50491927,3.61201572
2014-12-04,1.49836287,3.59263015
2014-12-05,1.44219151,3.61822987
2014-12-06,1.46543456,3.61452389
2014-12-07,1.55464930,3.71116138
2014-12-08,1.65784072,3.65320396
2014-12-09,1.65283741,3.52117181
2014-12-10,1.57189278,3.49985981
2014-12-11,1.58783671,3.47890115
2014-12-12,1.61541717,3.48670816
2014-12-13,1.67391191,3.47607422
2014-12-14,1.68509820,3.48048449
2014-12-15,1.62523696,3.45077872
2014-12-16,1.58303814,3.01526165
2014-12-17,1.62892601,2.94023418
2014-12-18,1.55792912,2.80556583
2014-12-19,1.57160469,2.86910677
2014-12-20,1.55002329,2.92357659
2014-12-21,1.52773020,2.85039115
2014-12-22,1.49121459,2.88578916
2014-12-23,1.44300606,2.88196135
2014-12-24,1.53143124,2.73834133
2014-12-25,1.73657975,2.69945407
2014-12-26,1.66751964,2.78168702
2014-12-27,1.59799334,2.71695089
2014-12-28,1.65634733,2.73303771
2014-12-29,1.57440773,2.69481611
2014-12-30,1.54235267,2.70400715
2014-12-31,1.53336768,2.71893287
2015-01-01,1.49591905,2.69904542
2015-01-02,1.53835192,2.66736436
2015-01-03,1.57739535,2.13316369
2015-01-04,1.52428034,1.95668352
2015-01-05,1.45595993,2.08218002
2015-01-06,1.39284577,2.11211777
2015-01-07,1.34150736,2.11818266
2015-01-08,1.31884804,2.00807405
2015-01-09,1.37385698,2.00807405
2015-01-10,1.41955424,1.65332007
2015-01-11,1.34494266,1.72456288
2015-01-12,1.29567689,1.71423495
2015-01-13,1.28049008,1.54112375
2015-01-14,1.24582648,1.1570096
2015-01-15,1.21814966,1.28277385
2015-01-16,1.15488416,1.40227067
2015-01-17,1.13936188,1.29340911
2015-01-18,1.18820534,1.33333242
2015-01-19,1.13776016,1.34178281
2015-01-20,1.14242326,1.32355452
2015-01-21,1.13286091,1.37330949
2015-01-22,1.12656523,1.41875196
2015-01-23,1.23620599,1.42595315
2015-01-24,1.17404158,1.84379733
2015-01-25,1.17708948,2.24829888
2015-01-26,1.20992713,2.0810461
2015-01-27,1.20958361,2.08608055
2015-01-28,1.24048283,1.87202299
2015-01-29,1.23494748,1.91566944
2015-01-30,1.27045374,1.89763308
2015-01-31,1.21613946,1.8734951
2015-02-01,1.20698825,1.80351961
2015-02-02,1.24572991,1.876176
2015-02-03,1.21588127,1.82175744
2015-02-04,1.20904302,1.79234958
2015-02-05,1.14328540,1.74122977
2015-02-06,1.18456927,1.75941002
2015-02-07,1.25641480,1.78171635
2015-02-08,1.19973930,1.78358734
2015-02-09,1.11375345,1.73146963
2015-02-10,1.09694049,1.76317894
2015-02-11,1.20201287,1.72743571
2015-02-12,1.22483047,1.7575587
2015-02-13,1.20467997,1.82167864
2015-02-14,1.19843556,1.93768537
2015-02-15,1.21903993,1.84199512
2015-02-16,1.16719973,1.79627907
2015-02-17,1.14589663,1.8531214
2015-02-18,1.16644096,1.82816267
2015-02-19,1.16616332,1.84676445
2015-02-20,1.12163242,1.84794557
2015-02-21,1.15490909,1.8489145
2015-02-22,1.18672761,1.79620469
2015-02-23,1.15912682,1.82041335
2015-02-24,1.16616730,1.82931542
2015-02-25,1.20690258,1.80233753
2015-02-26,1.16728804,1.81012762
2015-02-27,1.13285018,1.84918487
2015-02-28,1.14396824,1.84072661
2015-03-01,1.18358373,1.89157176
2015-03-02,1.15996627,1.93610287
2015-03-03,1.09328148,1.95604801
2015-03-04,1.11548587,1.93050206
2015-03-05,1.07632939,1.91641033
2015-03-06,1.07125004,1.89782333
2015-03-07,1.10471918,1.91050208
2015-03-08,1.12744340,1.89185858
2015-03-09,1.18196611,1.94427979
2015-03-10,1.18375528,2.00905848
2015-03-11,1.20536381,2.02628183
2015-03-12,1.16220393,2.04279447
2015-03-13,1.13090761,2.00796294
2015-03-14,1.19706734,1.99604881
2015-03-15,1.15848425,2.01883078
2015-03-16,1.10727353,2.03307867
2015-03-17,1.08328795,1.98214662
2015-03-18,1.01340965,1.74253738
2015-03-19,0.93802009,1.75909376
2015-03-20,0.87272824,1.7672112
2015-03-21,1.00961458,1.74668801
2015-03-22,1.16345979,1.79771519
2015-03-23,1.13021783,1.7781601
2015-03-24,1.14315115,1.6515857
2015-03-25,1.18409284,1.67314446
2015-03-26,1.23594547,1.69549441
2015-03-27,1.17732101,1.68674409
2015-03-28,1.16222186,1.70366406
2015-03-29,1.20670806,1.65567636
2015-03-30,1.22308891,1.66957986
2015-03-31,1.20037016,1.6525954
2015-04-01,1.17331704,1.66462994
2015-04-02,1.10679518,1.67780554
2015-04-03,1.16131939,1.69851482
2015-04-04,1.27703782,1.68785453
2015-04-05,1.21061658,1.70081997
2015-04-06,1.15992304,1.68687189
2015-04-07,1.18953310,1.66842079
2015-04-08,1.26346090,1.62750471
2015-04-09,1.20754039,1.58593678
2015-04-10,1.17699954,1.52703512
2015-04-11,1.17791480,1.45911145
2015-04-12,1.20003968,1.4624747
2015-04-13,1.20739041,1.37690258
2015-04-14,1.13330590,1.37847674
2015-04-15,1.16807914,1.38299501
2015-04-16,1.27580558,1.42144549
2015-04-17,1.21810050,1.40912831
2015-04-18,1.10160225,1.409935
2015-04-19,1.13620792,1.38917446
2015-04-20,1.20971129,1.4089613
2015-04-21,1.23096502,1.42388427
2015-04-22,1.15474415,1.45419192
2015-04-23,1.14713012,1.46174836
2015-04-24,1.14975127,1.41928005
2015-04-25,1.12619791,1.40291381
2015-04-26,1.20436679,1.32117295
2015-04-27,1.18939321,1.38347518
2015-04-28,1.12758877,1.36401546
2015-04-29,1.17095060,1.36131632
2015-04-30,1.22865438,1.43984365
2015-05-01,1.20472900,1.40659428
2015-05-02,1.14675900,1.42153358
2015-05-03,1.10596126,1.43269932
2015-05-04,1.13902969,1.4076606
2015-05-05,1.11677984,1.40632713
2015-05-06,1.04923072,1.38890254
2015-05-07,1.13627991,1.455181
2015-05-08,1.19867407,1.48108149
2015-05-09,1.20517917,1.44830823
2015-05-10,1.16975964,1.43874097
2015-05-11,1.15294413,1.43732631
2015-05-12,1.09352425,1.44561553
2015-05-13,1.12811649,1.45141828
2015-05-14,1.15368019,1.44776976
2015-05-15,1.14715942,1.45429313
2015-05-16,1.15475671,1.44613063
2015-05-17,1.13146991,1.45413959
2015-05-18,1.13338340,1.44637012
2015-05-19,1.17030715,1.45319414
2015-05-20,1.19984905,1.45919418
2015-05-21,1.16389123,1.47806096
2015-05-22,1.10490765,1.83229613
2015-05-23,1.12202478,1.78646255
2015-05-24,1.14865391,1.83116794
2015-05-25,1.15614419,1.80332112
2015-05-26,1.13848776,1.81731415
2015-05-27,1.10191122,1.84502077
2015-05-28,1.11166715,1.84075391
2015-05-29,1.04319160,1.83135307
2015-05-30,1.06388907,1.81312144
2015-05-31,1.16073700,1.63708353
2015-06-01,1.16183951,1.61600864
2015-06-02,1.13065765,1.66996706
2015-06-03,1.12264687,1.68718004
2015-06-04,1.15338796,1.66834939
2015-06-05,1.15330276,1.76056802
2015-06-06,1.15365557,1.75980663
2015-06-07,1.15570425,1.73052502
2015-06-08,1.12880269,1.78646278
2015-06-09,1.12581410,1.79581666
2015-06-10,1.13531312,1.75924265
2015-06-11,1.07028920,1.79215968
2015-06-12,1.11329588,1.80219436
2015-06-13,1.11542609,1.86153245
2015-06-14,1.03883417,2.00286508
2015-06-15,1.05944943,2.01825142
2015-06-16,1.04034359,2.87659454
2015-06-17,1.03428259,2.88861775
2015-06-18,1.13867949,3.0950706
2015-06-19,1.10790894,2.80730414
2015-06-20,1.07995540,3.03591371
2015-06-21,1.13975818,3.02235985
2015-06-22,1.16727159,3.02846122
2015-06-23,1.15579604,2.9745338
2015-06-24,1.11675840,2.77862716
2015-06-25,1.14940744,2.85033274
2015-06-26,1.20160427,2.86023951
2015-06-27,1.13560794,3.10317302
2015-06-28,1.17797330,3.3058238
2015-06-29,1.22295487,3.73649526
2015-06-30,1.12085621,4.08675909
2015-07-01,1.17937954,3.92427468
2015-07-02,1.22186555,4.06536627
2015-07-03,1.24636265,4.11531496
2015-07-04,1.22852831,4.11353064
2015-07-05,1.22291804,4.95272017
2015-07-06,1.27050541,5.41723442
2015-07-07,1.27849194,5.23463202
2015-07-08,1.35049762,6.36112356
2015-07-09,1.27337679,7.53694296
2015-07-10,1.25648125,4.50522041
2015-07-11,1.28046954,4.37381697
2015-07-12,1.33549652,5.28724813
2015-07-13,1.33561254,4.67990303
2015-07-14,1.37385625,4.6498909
2015-07-15,1.35367319,4.21409369
2015-07-16,1.28731620,3.68978143
2015-07-17,1.29317124,3.78680515
2015-07-18,1.27400828,4.00187826
2015-07-19,1.21182475,3.76611066
2015-07-20,1.23089784,3.93859434
2015-07-21,1.27378424,3.76621032
2015-07-22,1.30485685,3.82366419
2015-07-23,1.31586896,3.78443646
2015-07-24,1.31625256,4.60182667
2015-07-25,1.32123379,4.63198757
2015-07-26,1.30546336,4.66231585
2015-07-27,1.30853298,4.67136574
2015-07-28,1.36535433,5.05840015
2015-07-29,1.29313122,4.79768467
2015-07-30,1.23400977,4.57803392
2015-07-31,1.32001890,4.64104176
2015-08-01,1.36077789,4.15320396
2015-08-02,1.35613322,4.17490911
2015-08-03,1.39528093,4.16219473
2015-08-04,1.38546196,4.37793016
2015-08-05,1.32157281,4.34921503
2015-08-06,1.34326960,4.06467485
2015-08-07,1.37062128,4.20828247
2015-08-08,1.31004225,3.85475302
2015-08-09,1.31828578,3.89859128
2015-08-10,1.26367327,3.94887686
2015-08-11,1.31162919,4.15955114
2015-08-12,1.32364616,3.98545313
2015-08-13,1.29024585,3.88034105
2015-08-14,1.26971625,4.02622652
2015-08-15,1.28379536,3.9254632
2015-08-16,1.28272270,3.95228195
2015-08-17,1.26136977,3.98395896
2015-08-18,1.29209925,3.46971178
2015-08-19,1.31900554,3.47782493
2015-08-20,1.31317645,3.60509038
2015-08-21,1.32489436,3.56501508
2015-08-22,1.28691066,3.51123333
2015-08-23,1.26217092,3.39447045
2015-08-24,1.25699428,2.99473691
2015-08-25,1.23421854,2.93719912
2015-08-26,1.21257899,2.9465127
2015-08-27,1.15045506,2.86605453
2015-08-28,1.10779673,2.90628648
2015-08-29,1.11074421,2.87650728
2015-08-30,1.11381508,2.84840322
2015-08-31,1.09477266,2.84207153
2015-09-01,1.17761632,2.82001448
2015-09-02,1.23734376,2.79544544
2015-09-03,1.21028128,2.63313818
2015-09-04,1.15491424,2.70112371
2015-09-05,1.22719559,2.91953635
2015-09-06,1.27028528,3.04807091
2015-09-07,1.26361053,3.04589915
2015-09-08,1.29007750,3.04737568
2015-09-09,1.31047838,2.9239161
2015-09-10,1.36588384,2.94935632
2015-09-11,1.34751116,2.95746017
2015-09-12,1.23217195,2.82555485
2015-09-13,1.23028988,2.8159411
2015-09-14,1.35006065,2.84464836
2015-09-15,1.34578777,2.82318807
2015-09-16,1.31599132,2.80298424
2015-09-17,1.35122453,2.90637326
2015-09-18,1.38682953,2.95695639
2015-09-19,1.34049061,2.87357521
2015-09-20,1.35018159,2.84643531
2015-09-21,1.34066345,2.79912663
2015-09-22,1.27446272,2.84464741
2015-09-23,1.34279213,2.86554766
2015-09-24,1.38373865,2.92998147
2015-09-25,1.34624478,2.89286017
2015-09-26,1.32900021,2.88688207
2015-09-27,1.31052182,2.87115836
2015-09-28,1.36822408,3.07280016
2015-09-29,1.39650540,2.96998906
2015-09-30,1.34798466,3.00978327
2015-10-01,1.33612031,3.00191545
2015-10-02,1.30857970,2.99319696
2015-10-03,1.44783705,3.03008008
2015-10-04,1.43652923,3.01435614
2015-10-05,1.48547524,3.01599288
2015-10-06,1.41285962,3.14592814
2015-10-07,1.41034160,3.05857921
2015-10-08,1.41014039,3.06403184
2015-10-09,1.36575149,3.1079669
2015-10-10,1.41048236,3.10598898
2015-10-11,1.40526007,3.14503813
2015-10-12,1.37711438,3.13719654
2015-10-13,1.40409954,3.17973757
2015-10-14,1.41900836,3.14418221
2015-10-15,1.34639466,3.10489273
2015-10-16,1.33478095,3.10735393
2015-10-17,1.36581453,3.07154417
2015-10-18,1.37959685,3.02279377
2015-10-19,1.33715067,3.04797053
2015-10-20,1.36227136,3.09260368
2015-10-21,1.42714415,3.07514954
2015-10-22,1.46601862,3.11464596
2015-10-23,1.41335493,3.11153889
2015-10-24,1.37458167,3.09985924
2015-10-25,1.41999134,3.06579041
2015-10-26,1.40478634,3.10442686
2015-10-27,1.41703074,3.09454799
2015-10-28,1.51225057,3.10077167
2015-10-29,1.39534605,3.78220654
2015-10-30,1.40224959,4.06167603
2015-10-31,1.42914015,3.80433154
2015-11-01,1.38622854,3.95930147
2015-11-02,1.45440629,4.16489649
2015-11-03,1.45640002,4.58980274
2015-11-04,1.37686089,4.23022032
2015-11-05,1.42175572,3.96163583
2015-11-06,1.44630706,3.54801464
2015-11-07,1.43979667,3.59887409
2015-11-08,1.42877223,3.41906643
2015-11-09,1.45963882,3.39661884
2015-11-10,1.40897790,3.11514878
2015-11-11,1.32934722,2.96938753
2015-11-12,1.35991339,3.27870131
2015-11-13,1.38977766,3.22598696
2015-11-14,1.34850387,3.19461036
2015-11-15,1.33458013,3.06579971
2015-11-16,1.36874967,3.1894455
2015-11-17,1.33975565,3.20197964
2015-11-18,1.32123143,3.18551302
2015-11-19,1.33805574,3.13360643
2015-11-20,1.30521845,3.11556554
2015-11-21,1.25795564,3.15027022
2015-11-22,1.14500028,3.13683057
2015-11-23,1.13222796,3.12410378
2015-11-24,1.24177666,3.10783219
2015-11-25,1.16391431,3.3444407
2015-11-26,1.04905390,3.60833955
2015-11-27,1.02341883,3.57860947
2015-11-28,1.13028149,3.52259111
2015-11-29,1.25293965,3.66972733
2015-11-30,1.41739596,3.6212194
2015-12-01,1.31364433,3.43489599
2015-12-02,1.38508239,3.34225297
2015-12-03,1.54098413,3.37749314
2015-12-04,1.46317231,3.36181474
2015-12-05,1.34389383,3.52371645
2015-12-06,1.39179380,3.47310448
2015-12-07,1.35324370,3.64514112
2015-12-08,1.34497505,3.68692207
2015-12-09,1.42364219,3.66902566
2015-12-10,1.51125284,3.66394138
2015-12-11,1.45445299,3.836447
2015-12-12,1.46978474,3.60633254
2015-12-13,1.44772192,3.62673926
2015-12-14,1.48635128,3.61456943
2015-12-15,1.44137274,3.8337698
2015-12-16,1.42520566,3.69892073
2015-12-17,1.40757665,3.74000025
2015-12-18,1.44044976,3.75695777
2015-12-19,1.52779079,3.72061563
2015-12-20,1.52539788,3.53612018
2015-12-21,1.46246271,3.45868683
2015-12-22,1.46087411,3.41952944
2015-12-23,1.40584233,3.57807016
2015-12-24,1.44970349,3.64400244
2015-12-25,1.58139234,3.62475419
2015-12-26,1.53961611,3.42442489
2015-12-27,1.47681087,3.47904706
2015-12-28,1.46417366,3.46603465
2015-12-29,1.52781776,3.50026464
2015-12-30,1.46013857,3.45914149
2015-12-31,1.49657555,3.48017335
2016-01-01,1.45707976,3.50898409
2016-01-02,1.41561578,3.50215697
2016-01-03,1.44401927,3.48306918
2016-01-04,1.54536415,3.49539495
2016-01-05,1.50146453,3.46966624
2016-01-06,1.54032469,3.45355749
2016-01-07,1.49981074,3.6041441
2016-01-08,1.46708945,3.56887746
2016-01-09,1.53975596,3.5605669
2016-01-10,1.56521342,3.53672147
2016-01-11,1.58189464,3.55661941
2016-01-12,1.63169278,3.49368024
2016-01-13,1.64078131,3.47602415
2016-01-14,1.52184918,3.46598887
2016-01-15,1.52210521,2.99677944
2016-01-16,1.58297053,3.08694029
2016-01-17,1.53488697,3.02619243
2016-01-18,1.56157056,3.04896069
2016-01-19,1.58544521,3.01744437
2016-01-20,1.55472055,3.38852787
2016-01-21,1.49578961,3.22078252
2016-01-22,1.51831785,3.0765686
2016-01-23,1.52415942,3.10348296
2016-01-24,1.51414592,3.18100095
2016-01-25,1.57197964,3.12727857
2016-01-26,1.56759440,3.15481877
2016-01-27,1.69656918,3.2874465
2016-01-28,1.60844253,3.12016296
2016-01-29,1.50185050,3.11137533
2016-01-30,1.42689860,3.08080244
2016-01-31,1.28937873,3.05215883
2016-02-01,1.36910362,3.07724261
2016-02-02,1.56618580,3.07586884
2016-02-03,1.55865059,3.04753041
2016-02-04,1.55669619,3.16276693
2016-02-05,1.49519164,3.13740945
2016-02-06,1.58283150,3.09900498
2016-02-07,1.62651486,3.08595967
2016-02-08,1.61036154,3.0621593
2016-02-09,1.58019387,3.08155417
2016-02-10,1.48031719,3.09524798
2016-02-11,1.45593865,3.07562256
2016-02-12,1.51166390,3.11187005
2016-02-13,1.50811618,3.12969303
2016-02-14,1.52181116,3.21058726
2016-02-15,1.52431008,3.18250656
2016-02-16,1.56013972,3.20900846
2016-02-17,1.60116743,3.24102855
2016-02-18,1.52695579,3.25143123
2016-02-19,1.47509059,3.25279045
2016-02-20,1.48535446,3.45799184
2016-02-21,1.51053713,3.46427155
2016-02-22,1.54186934,3.48363161
2016-02-23,1.46892542,3.39693499
2016-02-24,1.49949510,3.37487483
2016-02-25,1.55203724,3.36552358
2016-02-26,1.54420674,3.41679454
2016-02-27,1.57308792,3.41287971
2016-02-28,1.61703670,3.44186473
2016-02-29,1.55433196,3.44611311
2016-03-01,1.47397014,3.43297386
2016-03-02,1.40933306,3.36501932
2016-03-03,1.49314394,3.32352662
2016-03-04,1.48763476,3.25023389
2016-03-05,1.47842007,3.19215608
2016-03-06,1.51458241,3.22164583
2016-03-07,1.54604593,3.26774788
2016-03-08,1.53038474,3.25421786
2016-03-09,1.45154937,3.27985191
2016-03-10,1.49623393,3.28755307
2016-03-11,1.45164937,3.38469887
2016-03-12,1.36494610,3.29018188
2016-03-13,1.48158585,3.30740237
2016-03-14,1.47659948,3.3035233
